GEOID10,county_name,state_id,wh_office_name,region_name
26069,Iosco,MI,Detroit MI District Office,Midwest Region
26015,Barry,MI,Grand Rapids MI District Office,Midwest Region
26023,Branch,MI,Grand Rapids MI District Office,Midwest Region
26025,Calhoun,MI,Grand Rapids MI District Office,Midwest Region
26027,Cass,MI,Grand Rapids MI District Office,Midwest Region
26035,Clare,MI,Grand Rapids MI District Office,Midwest Region
26037,Clinton,MI,Grand Rapids MI District Office,Midwest Region
26039,Crawford,MI,Grand Rapids MI District Office,Midwest Region
26043,Dickinson,MI,Grand Rapids MI District Office,Midwest Region
26045,Eaton,MI,Grand Rapids MI District Office,Midwest Region
26049,Genesee,MI,Detroit MI District Office,Midwest Region
26051,Gladwin,MI,Detroit MI District Office,Midwest Region
26057,Gratiot,MI,Grand Rapids MI District Office,Midwest Region
26059,Hillsdale,MI,Grand Rapids MI District Office,Midwest Region
26065,Ingham,MI,Grand Rapids MI District Office,Midwest Region
26067,Ionia,MI,Grand Rapids MI District Office,Midwest Region
26071,Iron,MI,Grand Rapids MI District Office,Midwest Region
26073,Isabella,MI,Grand Rapids MI District Office,Midwest Region
26075,Jackson,MI,Grand Rapids MI District Office,Midwest Region
26077,Kalamazoo,MI,Grand Rapids MI District Office,Midwest Region
26079,Kalkaska,MI,Grand Rapids MI District Office,Midwest Region
26081,Kent,MI,Grand Rapids MI District Office,Midwest Region
26085,Lake,MI,Grand Rapids MI District Office,Midwest Region
26087,Lapeer,MI,Detroit MI District Office,Midwest Region
26091,Lenawee,MI,Detroit MI District Office,Midwest Region
26093,Livingston,MI,Detroit MI District Office,Midwest Region
26101,Manistee,MI,Grand Rapids MI District Office,Midwest Region
26107,Mecosta,MI,Grand Rapids MI District Office,Midwest Region
26111,Midland,MI,Detroit MI District Office,Midwest Region
26113,Missaukee,MI,Grand Rapids MI District Office,Midwest Region
26117,Montcalm,MI,Grand Rapids MI District Office,Midwest Region
26119,Montmorency,MI,Grand Rapids MI District Office,Midwest Region
26123,Newaygo,MI,Grand Rapids MI District Office,Midwest Region
26125,Oakland,MI,Detroit MI District Office,Midwest Region
26129,Ogemaw,MI,Detroit MI District Office,Midwest Region
26133,Osceola,MI,Grand Rapids MI District Office,Midwest Region
26135,Oscoda,MI,Grand Rapids MI District Office,Midwest Region
26137,Otsego,MI,Grand Rapids MI District Office,Midwest Region
37093,Hoke,NC,Raleigh NC District Office,Southeast Region
37001,Alamance,NC,Raleigh NC District Office,Southeast Region
37003,Alexander,NC,Raleigh NC District Office,Southeast Region
37005,Alleghany,NC,Raleigh NC District Office,Southeast Region
37007,Anson,NC,Raleigh NC District Office,Southeast Region
37009,Ashe,NC,Raleigh NC District Office,Southeast Region
37011,Avery,NC,Raleigh NC District Office,Southeast Region
37021,Buncombe,NC,Raleigh NC District Office,Southeast Region
37025,Cabarrus,NC,Raleigh NC District Office,Southeast Region
37033,Caswell,NC,Raleigh NC District Office,Southeast Region
37035,Catawba,NC,Raleigh NC District Office,Southeast Region
37037,Chatham,NC,Raleigh NC District Office,Southeast Region
37039,Cherokee,NC,Raleigh NC District Office,Southeast Region
37043,Clay,NC,Raleigh NC District Office,Southeast Region
37045,Cleveland,NC,Raleigh NC District Office,Southeast Region
37051,Cumberland,NC,Raleigh NC District Office,Southeast Region
37057,Davidson,NC,Raleigh NC District Office,Southeast Region
37059,Davie,NC,Raleigh NC District Office,Southeast Region
37063,Durham,NC,Raleigh NC District Office,Southeast Region
37065,Edgecombe,NC,Raleigh NC District Office,Southeast Region
37067,Forsyth,NC,Raleigh NC District Office,Southeast Region
37069,Franklin,NC,Raleigh NC District Office,Southeast Region
37071,Gaston,NC,Raleigh NC District Office,Southeast Region
37075,Graham,NC,Raleigh NC District Office,Southeast Region
37077,Granville,NC,Raleigh NC District Office,Southeast Region
37079,Greene,NC,Raleigh NC District Office,Southeast Region
37081,Guilford,NC,Raleigh NC District Office,Southeast Region
37083,Halifax,NC,Raleigh NC District Office,Southeast Region
37087,Haywood,NC,Raleigh NC District Office,Southeast Region
37089,Henderson,NC,Raleigh NC District Office,Southeast Region
37097,Iredell,NC,Raleigh NC District Office,Southeast Region
37105,Lee,NC,Raleigh NC District Office,Southeast Region
37109,Lincoln,NC,Raleigh NC District Office,Southeast Region
37113,Macon,NC,Raleigh NC District Office,Southeast Region
37115,Madison,NC,Raleigh NC District Office,Southeast Region
37119,Mecklenburg,NC,Raleigh NC District Office,Southeast Region
37121,Mitchell,NC,Raleigh NC District Office,Southeast Region
37123,Montgomery,NC,Raleigh NC District Office,Southeast Region
37125,Moore,NC,Raleigh NC District Office,Southeast Region
37197,Yadkin,NC,Raleigh NC District Office,Southeast Region
37135,Orange,NC,Raleigh NC District Office,Southeast Region
37145,Person,NC,Raleigh NC District Office,Southeast Region
37147,Pitt,NC,Raleigh NC District Office,Southeast Region
37151,Randolph,NC,Raleigh NC District Office,Southeast Region
37153,Richmond,NC,Raleigh NC District Office,Southeast Region
37155,Robeson,NC,Raleigh NC District Office,Southeast Region
37157,Rockingham,NC,Raleigh NC District Office,Southeast Region
37165,Scotland,NC,Raleigh NC District Office,Southeast Region
37167,Stanly,NC,Raleigh NC District Office,Southeast Region
37169,Stokes,NC,Raleigh NC District Office,Southeast Region
37171,Surry,NC,Raleigh NC District Office,Southeast Region
37173,Swain,NC,Raleigh NC District Office,Southeast Region
37175,Transylvania,NC,Raleigh NC District Office,Southeast Region
37179,Union,NC,Raleigh NC District Office,Southeast Region
37181,Vance,NC,Raleigh NC District Office,Southeast Region
37183,Wake,NC,Raleigh NC District Office,Southeast Region
37185,Warren,NC,Raleigh NC District Office,Southeast Region
37189,Watauga,NC,Raleigh NC District Office,Southeast Region
37193,Wilkes,NC,Raleigh NC District Office,Southeast Region
37195,Wilson,NC,Raleigh NC District Office,Southeast Region
37199,Yancey,NC,Raleigh NC District Office,Southeast Region
37127,Nash,NC,Raleigh NC District Office,Southeast Region
37159,Rowan,NC,Raleigh NC District Office,Southeast Region
39001,Adams,OH,Columbus OH District Office,Midwest Region
39003,Allen,OH,Columbus OH District Office,Midwest Region
39005,Ashland,OH,Columbus OH District Office,Midwest Region
39009,Athens,OH,Columbus OH District Office,Midwest Region
39011,Auglaize,OH,Columbus OH District Office,Midwest Region
39013,Belmont,OH,Columbus OH District Office,Midwest Region
39015,Brown,OH,Columbus OH District Office,Midwest Region
39017,Butler,OH,Columbus OH District Office,Midwest Region
39019,Carroll,OH,Columbus OH District Office,Midwest Region
39021,Champaign,OH,Columbus OH District Office,Midwest Region
39023,Clark,OH,Columbus OH District Office,Midwest Region
39175,Wyandot,OH,Columbus OH District Office,Midwest Region
39027,Clinton,OH,Columbus OH District Office,Midwest Region
39029,Columbiana,OH,Columbus OH District Office,Midwest Region
39031,Coshocton,OH,Columbus OH District Office,Midwest Region
39033,Crawford,OH,Columbus OH District Office,Midwest Region
39037,Darke,OH,Columbus OH District Office,Midwest Region
39039,Defiance,OH,Columbus OH District Office,Midwest Region
39041,Delaware,OH,Columbus OH District Office,Midwest Region
39045,Fairfield,OH,Columbus OH District Office,Midwest Region
39047,Fayette,OH,Columbus OH District Office,Midwest Region
39049,Franklin,OH,Columbus OH District Office,Midwest Region
39051,Fulton,OH,Columbus OH District Office,Midwest Region
39053,Gallia,OH,Columbus OH District Office,Midwest Region
39057,Greene,OH,Columbus OH District Office,Midwest Region
39059,Guernsey,OH,Columbus OH District Office,Midwest Region
39061,Hamilton,OH,Columbus OH District Office,Midwest Region
39063,Hancock,OH,Columbus OH District Office,Midwest Region
39065,Hardin,OH,Columbus OH District Office,Midwest Region
39067,Harrison,OH,Columbus OH District Office,Midwest Region
39069,Henry,OH,Columbus OH District Office,Midwest Region
39073,Hocking,OH,Columbus OH District Office,Midwest Region
39075,Holmes,OH,Columbus OH District Office,Midwest Region
39077,Huron,OH,Columbus OH District Office,Midwest Region
39079,Jackson,OH,Columbus OH District Office,Midwest Region
39081,Jefferson,OH,Columbus OH District Office,Midwest Region
39083,Knox,OH,Columbus OH District Office,Midwest Region
39087,Lawrence,OH,Columbus OH District Office,Midwest Region
39089,Licking,OH,Columbus OH District Office,Midwest Region
39091,Logan,OH,Columbus OH District Office,Midwest Region
39093,Lorain,OH,Columbus OH District Office,Midwest Region
39097,Madison,OH,Columbus OH District Office,Midwest Region
39099,Mahoning,OH,Columbus OH District Office,Midwest Region
39101,Marion,OH,Columbus OH District Office,Midwest Region
39103,Medina,OH,Columbus OH District Office,Midwest Region
39105,Meigs,OH,Columbus OH District Office,Midwest Region
39107,Mercer,OH,Columbus OH District Office,Midwest Region
39109,Miami,OH,Columbus OH District Office,Midwest Region
39111,Monroe,OH,Columbus OH District Office,Midwest Region
39113,Montgomery,OH,Columbus OH District Office,Midwest Region
39115,Morgan,OH,Columbus OH District Office,Midwest Region
39117,Morrow,OH,Columbus OH District Office,Midwest Region
39119,Muskingum,OH,Columbus OH District Office,Midwest Region
39121,Noble,OH,Columbus OH District Office,Midwest Region
39125,Paulding,OH,Columbus OH District Office,Midwest Region
39127,Perry,OH,Columbus OH District Office,Midwest Region
39129,Pickaway,OH,Columbus OH District Office,Midwest Region
39131,Pike,OH,Columbus OH District Office,Midwest Region
39133,Portage,OH,Columbus OH District Office,Midwest Region
39135,Preble,OH,Columbus OH District Office,Midwest Region
39137,Putnam,OH,Columbus OH District Office,Midwest Region
39139,Richland,OH,Columbus OH District Office,Midwest Region
39141,Ross,OH,Columbus OH District Office,Midwest Region
39145,Scioto,OH,Columbus OH District Office,Midwest Region
39147,Seneca,OH,Columbus OH District Office,Midwest Region
39149,Shelby,OH,Columbus OH District Office,Midwest Region
39151,Stark,OH,Columbus OH District Office,Midwest Region
39153,Summit,OH,Columbus OH District Office,Midwest Region
39155,Trumbull,OH,Columbus OH District Office,Midwest Region
39157,Tuscarawas,OH,Columbus OH District Office,Midwest Region
39159,Union,OH,Columbus OH District Office,Midwest Region
39161,Van Wert,OH,Columbus OH District Office,Midwest Region
39163,Vinton,OH,Columbus OH District Office,Midwest Region
39165,Warren,OH,Columbus OH District Office,Midwest Region
39167,Washington,OH,Columbus OH District Office,Midwest Region
39169,Wayne,OH,Columbus OH District Office,Midwest Region
39171,Williams,OH,Columbus OH District Office,Midwest Region
39173,Wood,OH,Columbus OH District Office,Midwest Region
39025,Clermont,OH,Columbus OH District Office,Midwest Region
39071,Highland,OH,Columbus OH District Office,Midwest Region
45001,Abbeville,SC,Columbia SC District Office,Southeast Region
45005,Allendale,SC,Columbia SC District Office,Southeast Region
45007,Anderson,SC,Columbia SC District Office,Southeast Region
45009,Bamberg,SC,Columbia SC District Office,Southeast Region
45021,Cherokee,SC,Columbia SC District Office,Southeast Region
45023,Chester,SC,Columbia SC District Office,Southeast Region
45025,Chesterfield,SC,Columbia SC District Office,Southeast Region
45031,Darlington,SC,Columbia SC District Office,Southeast Region
45037,Edgefield,SC,Columbia SC District Office,Southeast Region
45039,Fairfield,SC,Columbia SC District Office,Southeast Region
45047,Greenwood,SC,Columbia SC District Office,Southeast Region
45055,Kershaw,SC,Columbia SC District Office,Southeast Region
45057,Lancaster,SC,Columbia SC District Office,Southeast Region
45059,Laurens,SC,Columbia SC District Office,Southeast Region
45061,Lee,SC,Columbia SC District Office,Southeast Region
45063,Lexington,SC,Columbia SC District Office,Southeast Region
45065,McCormick,SC,Columbia SC District Office,Southeast Region
45069,Marlboro,SC,Columbia SC District Office,Southeast Region
45071,Newberry,SC,Columbia SC District Office,Southeast Region
45079,Richland,SC,Columbia SC District Office,Southeast Region
45081,Saluda,SC,Columbia SC District Office,Southeast Region
45083,Spartanburg,SC,Columbia SC District Office,Southeast Region
45091,York,SC,Columbia SC District Office,Southeast Region
45087,Union,SC,Columbia SC District Office,Southeast Region
45003,Aiken,SC,Columbia SC District Office,Southeast Region
37101,Johnston,NC,Raleigh NC District Office,Southeast Region
37107,Lenoir,NC,Raleigh NC District Office,Southeast Region
37191,Wayne,NC,Raleigh NC District Office,Southeast Region
37085,Harnett,NC,Raleigh NC District Office,Southeast Region
37163,Sampson,NC,Raleigh NC District Office,Southeast Region
37047,Columbus,NC,Raleigh NC District Office,Southeast Region
45033,Dillon,SC,Columbia SC District Office,Southeast Region
45067,Marion,SC,Columbia SC District Office,Southeast Region
45017,Calhoun,SC,Columbia SC District Office,Southeast Region
45041,Florence,SC,Columbia SC District Office,Southeast Region
45085,Sumter,SC,Columbia SC District Office,Southeast Region
45027,Clarendon,SC,Columbia SC District Office,Southeast Region
45035,Dorchester,SC,Columbia SC District Office,Southeast Region
13103,Effingham,GA,Atlanta GA District Office,Southeast Region
45075,Orangeburg,SC,Columbia SC District Office,Southeast Region
45089,Williamsburg,SC,Columbia SC District Office,Southeast Region
37055,Dare,NC,Raleigh NC District Office,Southeast Region
37137,Pamlico,NC,Raleigh NC District Office,Southeast Region
37017,Bladen,NC,Raleigh NC District Office,Southeast Region
13087,Decatur,GA,Atlanta GA District Office,Southeast Region
13087,Decatur,GA,Atlanta GA District Office,Southeast Region
45049,Hampton,SC,Columbia SC District Office,Southeast Region
45019,Charleston,SC,Columbia SC District Office,Southeast Region
45019,Charleston,SC,Columbia SC District Office,Southeast Region
13253,Seminole,GA,Atlanta GA District Office,Southeast Region
13253,Seminole,GA,Atlanta GA District Office,Southeast Region
39095,Lucas,OH,Columbus OH District Office,Midwest Region
39123,Ottawa,OH,Columbus OH District Office,Midwest Region
39055,Geauga,OH,Columbus OH District Office,Midwest Region
13049,Charlton,GA,Atlanta GA District Office,Southeast Region
37103,Jones,NC,Raleigh NC District Office,Southeast Region
39085,Lake,OH,Columbus OH District Office,Midwest Region
39143,Sandusky,OH,Columbus OH District Office,Midwest Region
37061,Duplin,NC,Raleigh NC District Office,Southeast Region
13239,Quitman,GA,Atlanta GA District Office,Southeast Region
13061,Clay,GA,Atlanta GA District Office,Southeast Region
13179,Liberty,GA,Atlanta GA District Office,Southeast Region
13121,Fulton,GA,Atlanta GA District Office,Southeast Region
37111,McDowell,NC,Raleigh NC District Office,Southeast Region
37149,Polk,NC,Raleigh NC District Office,Southeast Region
37161,Rutherford,NC,Raleigh NC District Office,Southeast Region
37099,Jackson,NC,Raleigh NC District Office,Southeast Region
37027,Caldwell,NC,Raleigh NC District Office,Southeast Region
37023,Burke,NC,Raleigh NC District Office,Southeast Region
39007,Ashtabula,OH,Columbus OH District Office,Midwest Region
45045,Greenville,SC,Columbia SC District Office,Southeast Region
45073,Oconee,SC,Columbia SC District Office,Southeast Region
45077,Pickens,SC,Columbia SC District Office,Southeast Region
13039,Camden,GA,Atlanta GA District Office,Southeast Region
45015,Berkeley,SC,Columbia SC District Office,Southeast Region
45051,Horry,SC,Columbia SC District Office,Southeast Region
13029,Bryan,GA,Atlanta GA District Office,Southeast Region
45029,Colleton,SC,Columbia SC District Office,Southeast Region
13051,Chatham,GA,Atlanta GA District Office,Southeast Region
13051,Chatham,GA,Atlanta GA District Office,Southeast Region
13183,Long,GA,Atlanta GA District Office,Southeast Region
39035,Cuyahoga,OH,Columbus OH District Office,Midwest Region
39043,Erie,OH,Columbus OH District Office,Midwest Region
13127,Glynn,GA,Atlanta GA District Office,Southeast Region
13191,McIntosh,GA,Atlanta GA District Office,Southeast Region
28027,Coahoma,MS,Jackson MS District Office,Southeast Region
28025,Clay,MS,Jackson MS District Office,Southeast Region
28023,Clarke,MS,Jackson MS District Office,Southeast Region
28021,Claiborne,MS,Jackson MS District Office,Southeast Region
28019,Choctaw,MS,Jackson MS District Office,Southeast Region
28017,Chickasaw,MS,Jackson MS District Office,Southeast Region
28015,Carroll,MS,Jackson MS District Office,Southeast Region
28013,Calhoun,MS,Jackson MS District Office,Southeast Region
28011,Bolivar,MS,Jackson MS District Office,Southeast Region
28109,Pearl River,MS,Jackson MS District Office,Southeast Region
28003,Alcorn,MS,Jackson MS District Office,Southeast Region
28163,Yazoo,MS,Jackson MS District Office,Southeast Region
47133,Overton,TN,Nashville TN District Office,Southeast Region
47135,Perry,TN,Nashville TN District Office,Southeast Region
1041,Crenshaw,AL,Birmingham AL District Office,Southeast Region
1043,Cullman,AL,Birmingham AL District Office,Southeast Region
1045,Dale,AL,Birmingham AL District Office,Southeast Region
1047,Dallas,AL,Birmingham AL District Office,Southeast Region
1049,DeKalb,AL,Birmingham AL District Office,Southeast Region
1051,Elmore,AL,Birmingham AL District Office,Southeast Region
1053,Escambia,AL,Birmingham AL District Office,Southeast Region
1055,Etowah,AL,Birmingham AL District Office,Southeast Region
1057,Fayette,AL,Birmingham AL District Office,Southeast Region
1059,Franklin,AL,Birmingham AL District Office,Southeast Region
1061,Geneva,AL,Birmingham AL District Office,Southeast Region
1063,Greene,AL,Birmingham AL District Office,Southeast Region
1065,Hale,AL,Birmingham AL District Office,Southeast Region
1069,Houston,AL,Birmingham AL District Office,Southeast Region
1073,Jefferson,AL,Birmingham AL District Office,Southeast Region
1075,Lamar,AL,Birmingham AL District Office,Southeast Region
1077,Lauderdale,AL,Birmingham AL District Office,Southeast Region
1079,Lawrence,AL,Birmingham AL District Office,Southeast Region
1081,Lee,AL,Birmingham AL District Office,Southeast Region
1083,Limestone,AL,Birmingham AL District Office,Southeast Region
1085,Lowndes,AL,Birmingham AL District Office,Southeast Region
1087,Macon,AL,Birmingham AL District Office,Southeast Region
1089,Madison,AL,Birmingham AL District Office,Southeast Region
1091,Marengo,AL,Birmingham AL District Office,Southeast Region
1093,Marion,AL,Birmingham AL District Office,Southeast Region
1095,Marshall,AL,Birmingham AL District Office,Southeast Region
1099,Monroe,AL,Birmingham AL District Office,Southeast Region
1101,Montgomery,AL,Birmingham AL District Office,Southeast Region
1103,Morgan,AL,Birmingham AL District Office,Southeast Region
31049,Deuel,NE,Des Moines IA District Office,Midwest Region
31051,Dixon,NE,Des Moines IA District Office,Midwest Region
31053,Dodge,NE,Des Moines IA District Office,Midwest Region
31055,Douglas,NE,Des Moines IA District Office,Midwest Region
31057,Dundy,NE,Des Moines IA District Office,Midwest Region
31059,Fillmore,NE,Des Moines IA District Office,Midwest Region
31061,Franklin,NE,Des Moines IA District Office,Midwest Region
31063,Frontier,NE,Des Moines IA District Office,Midwest Region
31065,Furnas,NE,Des Moines IA District Office,Midwest Region
31067,Gage,NE,Des Moines IA District Office,Midwest Region
31069,Garden,NE,Des Moines IA District Office,Midwest Region
31071,Garfield,NE,Des Moines IA District Office,Midwest Region
31073,Gosper,NE,Des Moines IA District Office,Midwest Region
31075,Grant,NE,Des Moines IA District Office,Midwest Region
31077,Greeley,NE,Des Moines IA District Office,Midwest Region
31079,Hall,NE,Des Moines IA District Office,Midwest Region
31081,Hamilton,NE,Des Moines IA District Office,Midwest Region
31083,Harlan,NE,Des Moines IA District Office,Midwest Region
31085,Hayes,NE,Des Moines IA District Office,Midwest Region
31087,Hitchcock,NE,Des Moines IA District Office,Midwest Region
31089,Holt,NE,Des Moines IA District Office,Midwest Region
31091,Hooker,NE,Des Moines IA District Office,Midwest Region
31093,Howard,NE,Des Moines IA District Office,Midwest Region
31095,Jefferson,NE,Des Moines IA District Office,Midwest Region
31097,Johnson,NE,Des Moines IA District Office,Midwest Region
31099,Kearney,NE,Des Moines IA District Office,Midwest Region
31101,Keith,NE,Des Moines IA District Office,Midwest Region
31103,Keya Paha,NE,Des Moines IA District Office,Midwest Region
31105,Kimball,NE,Des Moines IA District Office,Midwest Region
31107,Knox,NE,Des Moines IA District Office,Midwest Region
24025,Harford,MD,Baltimore MD District Office,Northeast Region
24009,Calvert,MD,Baltimore MD District Office,Northeast Region
51510,City of Alexandria,VA,Baltimore MD District Office,Northeast Region
24510,Baltimore City,MD,Baltimore MD District Office,Northeast Region
24037,St. Marys,MD,Baltimore MD District Office,Northeast Region
24009,Calvert,MD,Baltimore MD District Office,Northeast Region
24003,Anne Arundel,MD,Baltimore MD District Office,Northeast Region
24037,St. Marys,MD,Baltimore MD District Office,Northeast Region
24017,Charles,MD,Baltimore MD District Office,Northeast Region
51099,King George,VA,Richmond VA District Office,Northeast Region
51059,Fairfax,VA,Baltimore MD District Office,Northeast Region
51153,Prince William,VA,Baltimore MD District Office,Northeast Region
51179,Stafford,VA,Baltimore MD District Office,Northeast Region
24017,Charles,MD,Baltimore MD District Office,Northeast Region
51099,King George,VA,Richmond VA District Office,Northeast Region
51179,Stafford,VA,Baltimore MD District Office,Northeast Region
51153,Prince William,VA,Baltimore MD District Office,Northeast Region
24510,Baltimore City,MD,Baltimore MD District Office,Northeast Region
24033,Prince Georges,MD,Baltimore MD District Office,Northeast Region
51059,Fairfax,VA,Baltimore MD District Office,Northeast Region
51125,Nelson,VA,Richmond VA District Office,Northeast Region
51127,New Kent,VA,Richmond VA District Office,Northeast Region
51135,Nottoway,VA,Richmond VA District Office,Northeast Region
51145,Powhatan,VA,Richmond VA District Office,Northeast Region
51147,Prince Edward,VA,Richmond VA District Office,Northeast Region
51101,King William,VA,Richmond VA District Office,Northeast Region
51183,Sussex,VA,Richmond VA District Office,Northeast Region
51085,Hanover,VA,Richmond VA District Office,Northeast Region
47137,Pickett,TN,Nashville TN District Office,Southeast Region
47141,Putnam,TN,Nashville TN District Office,Southeast Region
47143,Rhea,TN,Nashville TN District Office,Southeast Region
47145,Roane,TN,Nashville TN District Office,Southeast Region
47147,Robertson,TN,Nashville TN District Office,Southeast Region
47149,Rutherford,TN,Nashville TN District Office,Southeast Region
47151,Scott,TN,Nashville TN District Office,Southeast Region
47153,Sequatchie,TN,Nashville TN District Office,Southeast Region
47157,Shelby,TN,Nashville TN District Office,Southeast Region
47159,Smith,TN,Nashville TN District Office,Southeast Region
47161,Stewart,TN,Nashville TN District Office,Southeast Region
47163,Sullivan,TN,Nashville TN District Office,Southeast Region
47165,Sumner,TN,Nashville TN District Office,Southeast Region
47169,Trousdale,TN,Nashville TN District Office,Southeast Region
47171,Unicoi,TN,Nashville TN District Office,Southeast Region
47173,Union,TN,Nashville TN District Office,Southeast Region
47175,Van Buren,TN,Nashville TN District Office,Southeast Region
47177,Warren,TN,Nashville TN District Office,Southeast Region
47179,Washington,TN,Nashville TN District Office,Southeast Region
47181,Wayne,TN,Nashville TN District Office,Southeast Region
47183,Weakley,TN,Nashville TN District Office,Southeast Region
47187,Williamson,TN,Nashville TN District Office,Southeast Region
45011,Barnwell,SC,Columbia SC District Office,Southeast Region
37049,Craven,NC,Raleigh NC District Office,Southeast Region
13297,Walton,GA,Atlanta GA District Office,Southeast Region
37013,Beaufort,NC,Raleigh NC District Office,Southeast Region
13029,Bryan,GA,Atlanta GA District Office,Southeast Region
45053,Jasper,SC,Columbia SC District Office,Southeast Region
37117,Martin,NC,Raleigh NC District Office,Southeast Region
45043,Georgetown,SC,Columbia SC District Office,Southeast Region
45043,Georgetown,SC,Columbia SC District Office,Southeast Region
37129,New Hanover,NC,Raleigh NC District Office,Southeast Region
37019,Brunswick,NC,Raleigh NC District Office,Southeast Region
37129,New Hanover,NC,Raleigh NC District Office,Southeast Region
37019,Brunswick,NC,Raleigh NC District Office,Southeast Region
37031,Carteret,NC,Raleigh NC District Office,Southeast Region
37133,Onslow,NC,Raleigh NC District Office,Southeast Region
37141,Pender,NC,Raleigh NC District Office,Southeast Region
37141,Pender,NC,Raleigh NC District Office,Southeast Region
37095,Hyde,NC,Raleigh NC District Office,Southeast Region
37187,Washington,NC,Raleigh NC District Office,Southeast Region
37177,Tyrrell,NC,Raleigh NC District Office,Southeast Region
1015,Calhoun,AL,Birmingham AL District Office,Southeast Region
1013,Butler,AL,Birmingham AL District Office,Southeast Region
1011,Bullock,AL,Birmingham AL District Office,Southeast Region
1009,Blount,AL,Birmingham AL District Office,Southeast Region
1007,Bibb,AL,Birmingham AL District Office,Southeast Region
1005,Barbour,AL,Birmingham AL District Office,Southeast Region
1071,Jackson,AL,Birmingham AL District Office,Southeast Region
1019,Cherokee,AL,Birmingham AL District Office,Southeast Region
1021,Chilton,AL,Birmingham AL District Office,Southeast Region
1023,Choctaw,AL,Birmingham AL District Office,Southeast Region
1027,Clay,AL,Birmingham AL District Office,Southeast Region
1029,Cleburne,AL,Birmingham AL District Office,Southeast Region
17201,Winnebago,IL,Chicago IL District Office,Midwest Region
17203,Woodford,IL,St. Louis MO District Office,Midwest Region
17063,Grundy,IL,Chicago IL District Office,Midwest Region
17001,Adams,IL,St. Louis MO District Office,Midwest Region
17003,Alexander,IL,St. Louis MO District Office,Midwest Region
17005,Bond,IL,St. Louis MO District Office,Midwest Region
17007,Boone,IL,Chicago IL District Office,Midwest Region
17009,Brown,IL,St. Louis MO District Office,Midwest Region
17011,Bureau,IL,St. Louis MO District Office,Midwest Region
17013,Calhoun,IL,St. Louis MO District Office,Midwest Region
17015,Carroll,IL,Chicago IL District Office,Midwest Region
17017,Cass,IL,St. Louis MO District Office,Midwest Region
17019,Champaign,IL,St. Louis MO District Office,Midwest Region
17021,Christian,IL,St. Louis MO District Office,Midwest Region
17023,Clark,IL,St. Louis MO District Office,Midwest Region
17025,Clay,IL,St. Louis MO District Office,Midwest Region
17027,Clinton,IL,St. Louis MO District Office,Midwest Region
17029,Coles,IL,St. Louis MO District Office,Midwest Region
17033,Crawford,IL,St. Louis MO District Office,Midwest Region
17035,Cumberland,IL,St. Louis MO District Office,Midwest Region
17037,De Kalb,IL,Chicago IL District Office,Midwest Region
17039,De Witt,IL,St. Louis MO District Office,Midwest Region
17041,Douglas,IL,St. Louis MO District Office,Midwest Region
17043,DuPage,IL,Chicago IL District Office,Midwest Region
17045,Edgar,IL,St. Louis MO District Office,Midwest Region
17047,Edwards,IL,St. Louis MO District Office,Midwest Region
17049,Effingham,IL,St. Louis MO District Office,Midwest Region
17061,Greene,IL,St. Louis MO District Office,Midwest Region
17053,Ford,IL,St. Louis MO District Office,Midwest Region
1031,Coffee,AL,Birmingham AL District Office,Southeast Region
1033,Colbert,AL,Birmingham AL District Office,Southeast Region
1035,Conecuh,AL,Birmingham AL District Office,Southeast Region
1037,Coosa,AL,Birmingham AL District Office,Southeast Region
1039,Covington,AL,Birmingham AL District Office,Southeast Region
1105,Perry,AL,Birmingham AL District Office,Southeast Region
1107,Pickens,AL,Birmingham AL District Office,Southeast Region
1109,Pike,AL,Birmingham AL District Office,Southeast Region
1111,Randolph,AL,Birmingham AL District Office,Southeast Region
1113,Russell,AL,Birmingham AL District Office,Southeast Region
1115,St. Clair,AL,Birmingham AL District Office,Southeast Region
1117,Shelby,AL,Birmingham AL District Office,Southeast Region
1119,Sumter,AL,Birmingham AL District Office,Southeast Region
1121,Talladega,AL,Birmingham AL District Office,Southeast Region
1123,Tallapoosa,AL,Birmingham AL District Office,Southeast Region
1125,Tuscaloosa,AL,Birmingham AL District Office,Southeast Region
1127,Walker,AL,Birmingham AL District Office,Southeast Region
1129,Washington,AL,Birmingham AL District Office,Southeast Region
1131,Wilcox,AL,Birmingham AL District Office,Southeast Region
1133,Winston,AL,Birmingham AL District Office,Southeast Region
1001,Autauga,AL,Birmingham AL District Office,Southeast Region
18171,Warren,IN,Indianapolis IN District Office,Midwest Region
18169,Wabash,IN,Indianapolis IN District Office,Midwest Region
18167,Vigo,IN,Indianapolis IN District Office,Midwest Region
18165,Vermillion,IN,Indianapolis IN District Office,Midwest Region
18099,Marshall,IN,Indianapolis IN District Office,Midwest Region
18097,Marion,IN,Indianapolis IN District Office,Midwest Region
18095,Madison,IN,Indianapolis IN District Office,Midwest Region
18093,Lawrence,IN,Indianapolis IN District Office,Midwest Region
18087,Lagrange,IN,Indianapolis IN District Office,Midwest Region
18085,Kosciusko,IN,Indianapolis IN District Office,Midwest Region
18083,Knox,IN,Indianapolis IN District Office,Midwest Region
18081,Johnson,IN,Indianapolis IN District Office,Midwest Region
18079,Jennings,IN,Indianapolis IN District Office,Midwest Region
18077,Jefferson,IN,Indianapolis IN District Office,Midwest Region
